flow,departures,arrivals,temperature
0.0,0.0,0.0,12.918
0.0,0.0,0.0,12.918
0.0,0.0,0.0,12.526
0.0,0.0,0.0,12.526
0.0,0.0,0.0,12.034
0.0,0.0,0.0,12.034
0.0,0.0,0.0,12.278
0.0,0.0,0.0,12.278
-4.0,4.0,0.0,14.598000000000004
4.0,0.0,4.0,14.598000000000004
0.0,0.0,0.0,13.074000000000002
0.0,0.0,0.0,13.074000000000002
0.0,0.0,0.0,12.156
0.0,0.0,0.0,12.156
-1.0,1.0,0.0,11.69
1.0,0.0,1.0,11.69
0.0,0.0,0.0,11.912
0.0,0.0,0.0,11.912
0.0,0.0,0.0,11.558
0.0,0.0,0.0,11.558
0.0,0.0,0.0,11.662
0.0,0.0,0.0,11.662
0.0,0.0,0.0,11.578
0.0,0.0,0.0,11.578
-1.0,1.0,0.0,12.164
0.0,0.0,0.0,12.164
0.0,0.0,0.0,11.632
0.0,0.0,0.0,11.632
0.0,0.0,0.0,11.418
0.0,0.0,0.0,11.418
0.0,0.0,0.0,11.483999999999998
0.0,0.0,0.0,11.483999999999998
0.0,0.0,0.0,11.628
0.0,0.0,0.0,11.628
0.0,0.0,0.0,11.312000000000001
0.0,0.0,0.0,11.312000000000001
-1.0,1.0,0.0,11.332
0.0,0.0,0.0,11.332
0.0,0.0,0.0,10.724
0.0,0.0,0.0,10.724
0.0,0.0,0.0,11.432
0.0,0.0,0.0,11.432
0.0,0.0,0.0,12.282
0.0,0.0,0.0,12.282
0.0,0.0,0.0,11.142000000000001
0.0,0.0,0.0,11.142000000000001
0.0,0.0,0.0,11.175999999999998
0.0,0.0,0.0,11.175999999999998
0.0,0.0,0.0,11.03
0.0,0.0,0.0,11.03
0.0,0.0,0.0,10.628
0.0,0.0,0.0,10.628
0.0,0.0,0.0,10.392
0.0,0.0,0.0,10.392
0.0,0.0,0.0,10.718
0.0,0.0,0.0,10.718
0.0,0.0,0.0,10.602
0.0,0.0,0.0,10.602
0.0,0.0,0.0,10.4
0.0,0.0,0.0,10.4
0.0,0.0,0.0,11.366000000000005
0.0,0.0,0.0,11.366000000000005
0.0,0.0,0.0,11.928
0.0,0.0,0.0,11.928
0.0,0.0,0.0,11.666
0.0,0.0,0.0,11.666
0.0,0.0,0.0,10.975999999999999
0.0,0.0,0.0,10.975999999999999
0.0,0.0,0.0,10.5
0.0,0.0,0.0,10.5
0.0,0.0,0.0,17.144000000000002
0.0,0.0,0.0,17.144000000000002
0.0,0.0,0.0,13.484000000000002
0.0,0.0,0.0,13.484000000000002
0.0,0.0,0.0,12.464
0.0,0.0,0.0,12.464
0.0,0.0,0.0,12.778
0.0,0.0,0.0,12.778
0.0,0.0,0.0,22.670000000000005
0.0,0.0,0.0,22.670000000000005
-1.0,1.0,0.0,20.082
0.0,0.0,0.0,20.082
0.0,0.0,0.0,15.958000000000002
0.0,0.0,0.0,15.958000000000002
0.0,0.0,0.0,16.058
0.0,0.0,0.0,16.058
0.0,0.0,0.0,18.276
0.0,0.0,0.0,18.276
0.0,0.0,0.0,15.84
0.0,0.0,0.0,15.84
0.0,0.0,0.0,13.303999999999998
0.0,0.0,0.0,13.303999999999998
0.0,0.0,0.0,15.868
0.0,0.0,0.0,15.868
-1.0,1.0,0.0,18.948
0.0,0.0,0.0,18.948
0.0,0.0,0.0,16.566000000000006
0.0,0.0,0.0,16.566000000000006
0.0,0.0,0.0,15.678
0.0,0.0,0.0,15.678
0.0,0.0,0.0,19.296
0.0,0.0,0.0,19.296
0.0,0.0,0.0,18.1
0.0,0.0,0.0,18.1
0.0,0.0,0.0,15.754
0.0,0.0,0.0,15.754
0.0,0.0,0.0,16.788
0.0,0.0,0.0,16.788
0.0,0.0,0.0,17.644000000000005
0.0,0.0,0.0,17.644000000000005
0.0,0.0,0.0,18.684000000000005
0.0,0.0,0.0,18.684000000000005
0.0,0.0,0.0,19.502
0.0,0.0,0.0,19.502
0.0,0.0,0.0,16.384
0.0,0.0,0.0,16.384
0.0,0.0,0.0,14.872
0.0,0.0,0.0,14.872
0.0,0.0,0.0,13.762
0.0,0.0,0.0,13.762
0.0,0.0,0.0,12.334
0.0,0.0,0.0,12.334
0.0,0.0,0.0,11.928
0.0,0.0,0.0,11.928
0.0,0.0,0.0,12.124
0.0,0.0,0.0,12.124
0.0,0.0,0.0,11.563999999999998
0.0,0.0,0.0,11.563999999999998
0.0,0.0,0.0,12.668
0.0,0.0,0.0,12.668
0.0,0.0,0.0,12.72
0.0,0.0,0.0,12.72
0.0,0.0,0.0,12.96
0.0,0.0,0.0,12.96
0.0,0.0,0.0,11.858
0.0,0.0,0.0,11.858
-3.0,3.0,0.0,11.434000000000001
0.0,0.0,0.0,11.434000000000001
0.0,0.0,0.0,11.162
0.0,0.0,0.0,11.162
0.0,0.0,0.0,11.224
0.0,0.0,0.0,11.224
-1.0,1.0,0.0,11.22
0.0,0.0,0.0,11.22
0.0,0.0,0.0,14.142
0.0,0.0,0.0,14.142
0.0,0.0,0.0,13.696000000000002
0.0,0.0,0.0,13.696000000000002
0.0,0.0,0.0,11.856
0.0,0.0,0.0,11.856
0.0,0.0,0.0,11.208
0.0,0.0,0.0,11.208
0.0,0.0,0.0,10.995999999999999
0.0,0.0,0.0,10.995999999999999
0.0,0.0,0.0,10.942
0.0,0.0,0.0,10.942
0.0,0.0,0.0,13.22
0.0,0.0,0.0,13.22
-1.0,1.0,0.0,12.88
0.0,0.0,0.0,12.88
0.0,0.0,0.0,15.276
0.0,0.0,0.0,15.276
0.0,0.0,0.0,19.526
0.0,0.0,0.0,19.526
0.0,0.0,0.0,16.176
0.0,0.0,0.0,16.176
-1.0,1.0,0.0,15.672
0.0,0.0,0.0,15.672
0.0,0.0,0.0,15.485999999999999
0.0,0.0,0.0,15.485999999999999
0.0,0.0,0.0,20.172
0.0,0.0,0.0,20.172
-1.0,1.0,0.0,19.6
0.0,0.0,0.0,19.6
0.0,0.0,0.0,17.308
0.0,0.0,0.0,17.308
-1.0,1.0,0.0,15.238
0.0,0.0,0.0,15.238
0.0,0.0,0.0,22.412
0.0,0.0,0.0,22.412
-3.0,3.0,0.0,16.21
1.0,0.0,1.0,16.21
-2.0,2.0,0.0,14.956
0.0,0.0,0.0,14.956
-1.0,1.0,0.0,15.62
0.0,0.0,0.0,15.62
0.0,0.0,0.0,13.994000000000002
0.0,0.0,0.0,13.994000000000002
0.0,0.0,0.0,13.184000000000001
0.0,0.0,0.0,13.184000000000001
0.0,0.0,0.0,19.4
0.0,0.0,0.0,19.4
0.0,0.0,0.0,20.914
0.0,0.0,0.0,20.914
-1.0,1.0,0.0,20.694000000000006
0.0,0.0,0.0,20.694000000000006
-1.0,1.0,0.0,16.758
0.0,0.0,0.0,16.758
0.0,0.0,0.0,18.946
0.0,0.0,0.0,18.946
0.0,0.0,0.0,15.632
0.0,0.0,0.0,15.632
0.0,0.0,0.0,15.925999999999998
0.0,0.0,0.0,15.925999999999998
0.0,0.0,0.0,17.32
0.0,0.0,0.0,17.32
-1.0,1.0,0.0,18.342
0.0,0.0,0.0,18.342
0.0,0.0,0.0,15.668
0.0,0.0,0.0,15.668
0.0,0.0,0.0,13.918
0.0,0.0,0.0,13.918
0.0,0.0,0.0,18.442
0.0,0.0,0.0,18.442
-1.0,1.0,0.0,14.22
0.0,0.0,0.0,14.22
-1.0,1.0,0.0,19.18
0.0,0.0,0.0,19.18
-1.0,1.0,0.0,18.756
0.0,0.0,0.0,18.756
0.0,0.0,0.0,17.122000000000003
0.0,0.0,0.0,17.122000000000003
-1.0,1.0,0.0,21.11
0.0,0.0,0.0,21.11
0.0,0.0,0.0,17.438
0.0,0.0,0.0,17.438
-1.0,1.0,0.0,17.178
0.0,0.0,0.0,17.178
0.0,0.0,0.0,16.038
0.0,0.0,0.0,16.038
0.0,0.0,0.0,15.76
0.0,0.0,0.0,15.76
0.0,0.0,0.0,14.172
0.0,0.0,0.0,14.172
0.0,0.0,0.0,14.19
0.0,0.0,0.0,14.19
0.0,0.0,0.0,13.876
0.0,0.0,0.0,13.876
-1.0,1.0,0.0,21.342
0.0,0.0,0.0,21.342
0.0,0.0,0.0,17.080000000000002
0.0,0.0,0.0,17.080000000000002
-4.0,4.0,0.0,15.93
4.0,0.0,4.0,15.93
-1.0,1.0,0.0,27.088
0.0,0.0,0.0,27.088
-1.0,1.0,0.0,23.896
0.0,0.0,0.0,23.896
0.0,0.0,0.0,21.214000000000002
0.0,0.0,0.0,21.214000000000002
0.0,0.0,0.0,17.163999999999998
0.0,0.0,0.0,17.163999999999998
-1.0,1.0,0.0,15.182
0.0,0.0,0.0,15.182
0.0,0.0,0.0,14.862
0.0,0.0,0.0,14.862
0.0,0.0,0.0,18.564
0.0,0.0,0.0,18.564
-1.0,1.0,0.0,19.558
0.0,0.0,0.0,19.558
0.0,0.0,0.0,17.844
0.0,0.0,0.0,17.844
0.0,0.0,0.0,14.847999999999999
0.0,0.0,0.0,14.847999999999999
0.0,0.0,0.0,17.458
0.0,0.0,0.0,17.458
0.0,0.0,0.0,19.598
0.0,0.0,0.0,19.598
-3.0,3.0,0.0,15.110000000000005
2.0,0.0,2.0,15.110000000000005
-6.0,6.0,0.0,15.218
4.0,0.0,4.0,15.218
0.0,0.0,0.0,15.66
0.0,0.0,0.0,15.66
-1.0,1.0,0.0,14.774000000000001
0.0,0.0,0.0,14.774000000000001
0.0,0.0,0.0,17.458
0.0,0.0,0.0,17.458
0.0,0.0,0.0,14.783999999999995
0.0,0.0,0.0,14.783999999999995
0.0,0.0,0.0,19.462
0.0,0.0,0.0,19.462
0.0,0.0,0.0,17.348000000000006
0.0,0.0,0.0,17.348000000000006
0.0,0.0,0.0,16.974
0.0,0.0,0.0,16.974
0.0,0.0,0.0,14.638
0.0,0.0,0.0,14.638
0.0,0.0,0.0,14.04
0.0,0.0,0.0,14.04
0.0,0.0,0.0,17.254
0.0,0.0,0.0,17.254
0.0,0.0,0.0,18.696
0.0,0.0,0.0,18.696
-2.0,2.0,0.0,17.588
0.0,0.0,0.0,17.588
0.0,0.0,0.0,16.130000000000006
0.0,0.0,0.0,16.130000000000006
-1.0,1.0,0.0,16.465999999999998
0.0,0.0,0.0,16.465999999999998
0.0,0.0,0.0,18.160000000000004
0.0,0.0,0.0,18.160000000000004
0.0,0.0,0.0,18.154
0.0,0.0,0.0,18.154
-1.0,1.0,0.0,15.848000000000004
0.0,0.0,0.0,15.848000000000004
0.0,0.0,0.0,14.432
0.0,0.0,0.0,14.432
-1.0,1.0,0.0,14.022
0.0,0.0,0.0,14.022
0.0,0.0,0.0,13.906
0.0,0.0,0.0,13.906
0.0,0.0,0.0,13.332
0.0,0.0,0.0,13.332
-1.0,1.0,0.0,13.224
0.0,0.0,0.0,13.224
0.0,0.0,0.0,13.206
0.0,0.0,0.0,13.206
0.0,0.0,0.0,12.96
0.0,0.0,0.0,12.96
0.0,0.0,0.0,12.82
0.0,0.0,0.0,12.82
-1.0,1.0,0.0,12.901999999999996
0.0,0.0,0.0,12.901999999999996
-1.0,1.0,0.0,12.842000000000002
0.0,0.0,0.0,12.842000000000002
0.0,0.0,0.0,13.41
0.0,0.0,0.0,13.41
0.0,0.0,0.0,15.797999999999998
0.0,0.0,0.0,15.797999999999998
0.0,0.0,0.0,14.184000000000001
0.0,0.0,0.0,14.184000000000001
0.0,0.0,0.0,13.62
0.0,0.0,0.0,13.62
0.0,0.0,0.0,13.05
0.0,0.0,0.0,13.05
0.0,0.0,0.0,13.064000000000002
0.0,0.0,0.0,13.064000000000002
-1.0,1.0,0.0,15.1
1.0,0.0,1.0,15.1
0.0,0.0,0.0,19.754
0.0,0.0,0.0,19.754
0.0,0.0,0.0,19.124000000000002
0.0,0.0,0.0,19.124000000000002
0.0,0.0,0.0,20.774
0.0,0.0,0.0,20.774
0.0,0.0,0.0,17.759999999999994
0.0,0.0,0.0,17.759999999999994
0.0,0.0,0.0,16.0
0.0,0.0,0.0,16.0
-1.0,1.0,0.0,16.274
0.0,0.0,0.0,16.274
-1.0,1.0,0.0,14.825999999999999
0.0,0.0,0.0,14.825999999999999
0.0,0.0,0.0,13.742
0.0,0.0,0.0,13.742
-1.0,1.0,0.0,13.564000000000002
0.0,0.0,0.0,13.564000000000002
0.0,0.0,0.0,13.748
0.0,0.0,0.0,13.748
0.0,0.0,0.0,13.22
0.0,0.0,0.0,13.22
0.0,0.0,0.0,13.1
0.0,0.0,0.0,13.1
-2.0,2.0,0.0,21.7
0.0,0.0,0.0,21.7
0.0,0.0,0.0,17.796
0.0,0.0,0.0,17.796
-1.0,1.0,0.0,19.546
0.0,0.0,0.0,19.546
0.0,0.0,0.0,16.674
0.0,0.0,0.0,16.674
-3.0,3.0,0.0,14.666
0.0,0.0,0.0,14.666
-3.0,3.0,0.0,20.776
1.0,0.0,1.0,20.776
0.0,0.0,0.0,22.49
0.0,0.0,0.0,22.49
-3.0,3.0,0.0,20.028
0.0,0.0,0.0,20.028
-1.0,1.0,0.0,20.538
0.0,0.0,0.0,20.538
-8.0,8.0,0.0,16.956
9.0,0.0,9.0,16.956
-2.0,2.0,0.0,18.98
1.0,0.0,1.0,18.98
-1.0,1.0,0.0,17.080000000000002
0.0,0.0,0.0,17.080000000000002
0.0,0.0,0.0,14.778
0.0,0.0,0.0,14.778
0.0,0.0,0.0,14.265999999999998
0.0,0.0,0.0,14.265999999999998
-5.0,5.0,0.0,13.634
4.0,0.0,4.0,13.634
0.0,0.0,0.0,13.16
0.0,0.0,0.0,13.16
-1.0,1.0,0.0,13.206
1.0,0.0,1.0,13.206
-1.0,1.0,0.0,13.382
0.0,0.0,0.0,13.382
0.0,0.0,0.0,13.534
0.0,0.0,0.0,13.534
-1.0,1.0,0.0,13.136
0.0,0.0,0.0,13.136
0.0,0.0,0.0,12.85
0.0,0.0,0.0,12.85
0.0,0.0,0.0,12.978
0.0,0.0,0.0,12.978
0.0,0.0,0.0,12.702000000000002
0.0,0.0,0.0,12.702000000000002
0.0,0.0,0.0,12.51
0.0,0.0,0.0,12.51
0.0,0.0,0.0,12.494000000000002
0.0,0.0,0.0,12.494000000000002
0.0,0.0,0.0,12.27
0.0,0.0,0.0,12.27
0.0,0.0,0.0,12.428
0.0,0.0,0.0,12.428
0.0,0.0,0.0,12.314
0.0,0.0,0.0,12.314
-1.0,1.0,0.0,12.202
0.0,0.0,0.0,12.202
0.0,0.0,0.0,12.13
0.0,0.0,0.0,12.13
0.0,0.0,0.0,12.058
0.0,0.0,0.0,12.058
0.0,0.0,0.0,12.004
0.0,0.0,0.0,12.004
0.0,0.0,0.0,13.02
0.0,0.0,0.0,13.02
0.0,0.0,0.0,12.132
0.0,0.0,0.0,12.132
0.0,0.0,0.0,11.803999999999998
0.0,0.0,0.0,11.803999999999998
0.0,0.0,0.0,11.742
0.0,0.0,0.0,11.742
0.0,0.0,0.0,11.644
0.0,0.0,0.0,11.644
0.0,0.0,0.0,11.536
0.0,0.0,0.0,11.536
0.0,0.0,0.0,11.457999999999998
0.0,0.0,0.0,11.457999999999998
0.0,0.0,0.0,11.674000000000001
0.0,0.0,0.0,11.674000000000001
0.0,0.0,0.0,11.245999999999999
0.0,0.0,0.0,11.245999999999999
0.0,0.0,0.0,11.500000000000002
0.0,0.0,0.0,11.500000000000002
0.0,0.0,0.0,11.342
0.0,0.0,0.0,11.342
0.0,0.0,0.0,11.458000000000002
0.0,0.0,0.0,11.458000000000002
0.0,0.0,0.0,11.694
0.0,0.0,0.0,11.694
0.0,0.0,0.0,11.332
0.0,0.0,0.0,11.332
0.0,0.0,0.0,11.296
0.0,0.0,0.0,11.296
0.0,0.0,0.0,20.264000000000006
0.0,0.0,0.0,20.264000000000006
0.0,0.0,0.0,17.072
0.0,0.0,0.0,17.072
0.0,0.0,0.0,15.437999999999999
0.0,0.0,0.0,15.437999999999999
0.0,0.0,0.0,15.928000000000004
0.0,0.0,0.0,15.928000000000004
0.0,0.0,0.0,14.679999999999998
0.0,0.0,0.0,14.679999999999998
0.0,0.0,0.0,17.268
0.0,0.0,0.0,17.268
0.0,0.0,0.0,16.169999999999998
0.0,0.0,0.0,16.169999999999998
0.0,0.0,0.0,16.916
0.0,0.0,0.0,16.916
0.0,0.0,0.0,14.725999999999999
0.0,0.0,0.0,14.725999999999999
0.0,0.0,0.0,13.022
0.0,0.0,0.0,13.022
0.0,0.0,0.0,12.11
0.0,0.0,0.0,12.11
0.0,0.0,0.0,11.562000000000001
0.0,0.0,0.0,11.562000000000001
0.0,0.0,0.0,11.142000000000001
0.0,0.0,0.0,11.142000000000001
0.0,0.0,0.0,11.384
0.0,0.0,0.0,11.384
0.0,0.0,0.0,11.064
0.0,0.0,0.0,11.064
0.0,0.0,0.0,11.334
0.0,0.0,0.0,11.334
0.0,0.0,0.0,10.754000000000001
0.0,0.0,0.0,10.754000000000001
0.0,0.0,0.0,10.482000000000001
0.0,0.0,0.0,10.482000000000001
0.0,0.0,0.0,10.392
0.0,0.0,0.0,10.392
0.0,0.0,0.0,10.394
0.0,0.0,0.0,10.394
0.0,0.0,0.0,10.220000000000002
0.0,0.0,0.0,10.220000000000002
0.0,0.0,0.0,11.844
0.0,0.0,0.0,11.844
-1.0,1.0,0.0,13.057999999999998
0.0,0.0,0.0,13.057999999999998
0.0,0.0,0.0,11.14
0.0,0.0,0.0,11.14
0.0,0.0,0.0,11.092000000000002
0.0,0.0,0.0,11.092000000000002
0.0,0.0,0.0,10.894
0.0,0.0,0.0,10.894
0.0,0.0,0.0,11.297999999999998
0.0,0.0,0.0,11.297999999999998
0.0,0.0,0.0,10.345999999999998
0.0,0.0,0.0,10.345999999999998
0.0,0.0,0.0,10.73
0.0,0.0,0.0,10.73
0.0,0.0,0.0,10.502
0.0,0.0,0.0,10.502
0.0,0.0,0.0,10.638
0.0,0.0,0.0,10.638
0.0,0.0,0.0,10.77
0.0,0.0,0.0,10.77
0.0,0.0,0.0,11.494000000000002
0.0,0.0,0.0,11.494000000000002
0.0,0.0,0.0,11.592
0.0,0.0,0.0,11.592
0.0,0.0,0.0,10.864
0.0,0.0,0.0,10.864
0.0,0.0,0.0,10.514
0.0,0.0,0.0,10.514
0.0,0.0,0.0,10.768
0.0,0.0,0.0,10.768
0.0,0.0,0.0,9.858
0.0,0.0,0.0,9.858
0.0,0.0,0.0,9.62
0.0,0.0,0.0,9.62
0.0,0.0,0.0,9.896
0.0,0.0,0.0,9.896
0.0,0.0,0.0,8.943999999999997
0.0,0.0,0.0,8.943999999999997
0.0,0.0,0.0,9.416
0.0,0.0,0.0,9.416
0.0,0.0,0.0,10.008
0.0,0.0,0.0,10.008
0.0,0.0,0.0,9.498
0.0,0.0,0.0,9.498
0.0,0.0,0.0,9.652
0.0,0.0,0.0,9.652
-1.0,1.0,0.0,9.334
0.0,0.0,0.0,9.334
0.0,0.0,0.0,9.126
0.0,0.0,0.0,9.126
-2.0,2.0,0.0,11.244000000000002
0.0,0.0,0.0,11.244000000000002
0.0,0.0,0.0,10.002
0.0,0.0,0.0,10.002
-1.0,1.0,0.0,9.462
0.0,0.0,0.0,9.462
0.0,0.0,0.0,9.06
0.0,0.0,0.0,9.06
0.0,0.0,0.0,9.404
0.0,0.0,0.0,9.404
0.0,0.0,0.0,9.116
0.0,0.0,0.0,9.116
-1.0,1.0,0.0,8.988
0.0,0.0,0.0,8.988
0.0,0.0,0.0,10.79
0.0,0.0,0.0,10.79
0.0,0.0,0.0,10.668
0.0,0.0,0.0,10.668
0.0,0.0,0.0,9.68
0.0,0.0,0.0,9.68
0.0,0.0,0.0,8.988
0.0,0.0,0.0,8.988
0.0,0.0,0.0,8.918000000000003
0.0,0.0,0.0,8.918000000000003
-1.0,1.0,0.0,10.086
0.0,0.0,0.0,10.086
0.0,0.0,0.0,8.714
0.0,0.0,0.0,8.714
0.0,0.0,0.0,8.65
0.0,0.0,0.0,8.65
-1.0,1.0,0.0,8.968
0.0,0.0,0.0,8.968
0.0,0.0,0.0,8.872
0.0,0.0,0.0,8.872
0.0,0.0,0.0,9.338
0.0,0.0,0.0,9.338
-2.0,2.0,0.0,8.639999999999999
0.0,0.0,0.0,8.639999999999999
0.0,0.0,0.0,8.842
0.0,0.0,0.0,8.842
0.0,0.0,0.0,8.770000000000001
0.0,0.0,0.0,8.770000000000001
0.0,0.0,0.0,9.056000000000001
0.0,0.0,0.0,9.056000000000001
0.0,0.0,0.0,8.181999999999999
0.0,0.0,0.0,8.181999999999999
-1.0,1.0,0.0,8.624
1.0,0.0,1.0,8.624
0.0,0.0,0.0,8.798000000000002
0.0,0.0,0.0,8.798000000000002
-1.0,1.0,0.0,8.616
0.0,0.0,0.0,8.616
0.0,0.0,0.0,8.424000000000001
0.0,0.0,0.0,8.424000000000001
0.0,0.0,0.0,8.636000000000001
0.0,0.0,0.0,8.636000000000001
0.0,0.0,0.0,8.25
0.0,0.0,0.0,8.25
0.0,0.0,0.0,8.244
0.0,0.0,0.0,8.244
0.0,0.0,0.0,8.344
0.0,0.0,0.0,8.344
0.0,0.0,0.0,8.290000000000001
0.0,0.0,0.0,8.290000000000001
0.0,0.0,0.0,8.254
0.0,0.0,0.0,8.254
0.0,0.0,0.0,7.939
0.0,0.0,0.0,7.939
0.0,0.0,0.0,7.677199999999999
0.0,0.0,0.0,7.677199999999999
0.0,0.0,0.0,7.6854
0.0,0.0,0.0,7.6854
0.0,0.0,0.0,7.7722
0.0,0.0,0.0,7.7722
0.0,0.0,0.0,7.2799999999999985
0.0,0.0,0.0,7.2799999999999985
0.0,0.0,0.0,7.457600000000001
